area_type,total_sqft,bath,price,bhk,Electronic City,Hebbal,Kanakpura Road,Marathahalli,Raja Rajeshwari Nagar,Sarjapur  Road,Thanisandra,Uttarahalli,Whitefield,Yelahanka,other
2.0,1340.0,2,101.0,2,0,0,0,0,0,0,0,0,1,0,0
1.0,1500.0,3,78.57,3,0,0,0,0,0,0,0,0,1,0,0
2.0,1626.0,3,85.0,3,0,0,0,0,0,0,0,0,1,0,0
2.0,1100.0,2,65.0,2,0,0,0,0,0,0,0,0,1,0,0
0.0,1270.0,2,65.0,3,0,0,0,0,0,0,0,0,1,0,0
0.0,3117.0,3,261.0,3,0,0,0,0,0,0,0,0,1,0,0
2.0,1216.0,2,73.0,2,0,0,0,0,0,0,0,0,1,0,0
0.0,3150.0,3,290.0,3,0,0,0,0,0,0,0,0,1,0,0
2.0,2956.0,5,234.0,4,0,0,0,0,0,0,0,0,1,0,0
2.0,2247.0,3,145.0,3,0,0,0,0,0,0,0,0,1,0,0
1.0,3940.0,5,265.0,4,0,0,0,0,0,0,0,0,1,0,0
2.0,1180.0,2,77.0,2,0,0,0,0,0,0,0,0,1,0,0
2.0,2140.0,3,139.0,3,0,0,0,0,0,0,0,0,1,0,0
2.0,1314.0,2,84.0,2,0,0,0,0,0,0,0,0,1,0,0
2.0,1431.0,3,85.0,3,0,0,0,0,0,0,0,0,1,0,0
2.0,524.0,1,29.0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,2830.0,4,161.0,4,0,0,0,0,0,0,0,0,1,0,0
2.0,2135.0,3,149.0,4,0,0,0,0,0,0,0,0,1,0,0
2.0,3075.0,2,188.0,4,0,0,0,0,0,0,0,0,1,0,0
2.0,1760.0,3,160.0,3,0,0,0,0,0,0,0,0,1,0,0
2.0,1655.0,3,110.0,3,0,0,0,0,0,0,0,0,1,0,0
2.0,840.0,1,57.0,1,0,0,0,0,0,0,0,0,1,0,0
2.0,1725.0,3,106.0,3,0,0,0,0,0,0,0,0,1,0,0
2.0,516.0,1,39.0,1,0,0,0,0,0,0,0,0,1,0,0
0.0,6000.0,4,410.0,4,0,0,0,0,0,0,0,0,1,0,0
2.0,1639.0,3,107.0,3,0,0,0,0,0,0,0,0,1,0,0
0.0,1820.0,3,113.0,3,0,0,0,0,0,0,0,0,1,0,0
0.0,3565.0,4,218.0,4,0,0,0,0,0,0,0,0,1,0,0
2.0,3410.0,5,253.0,4,0,0,0,0,0,0,0,0,1,0,0
1.0,4500.0,4,330.0,4,0,0,0,0,0,0,0,0,1,0,0
2.0,1250.0,2,85.0,2,0,0,0,0,0,0,0,0,1,0,0
2.0,1277.0,2,77.0,2,0,0,0,0,0,0,0,0,1,0,0
2.0,1820.0,3,140.0,3,0,0,0,0,0,0,0,0,1,0,0
0.0,3453.0,4,247.0,4,0,0,0,0,0,0,0,0,1,0,0
2.0,2280.0,4,125.0,3,0,0,0,0,0,0,0,0,1,0,0
2.0,2882.0,5,200.0,4,0,0,0,0,0,0,0,0,1,0,0
2.0,1639.5,3,92.63,3,0,0,0,0,0,0,0,0,1,0,0
2.0,1190.0,2,70.0,2,0,0,0,0,0,0,0,0,1,0,0
2.0,1270.0,2,94.0,2,0,0,0,0,0,0,0,0,1,0,0
2.0,1220.0,2,89.0,2,0,0,0,0,0,0,0,0,1,0,0
2.0,3758.0,3,300.0,3,0,0,0,0,0,0,0,0,1,0,0
0.0,1216.0,2,72.0,2,0,0,0,0,0,0,0,0,1,0,0
1.0,5400.0,5,475.0,4,0,0,0,0,0,0,0,0,1,0,0
2.0,1396.0,3,74.0,3,0,0,0,0,0,0,0,0,1,0,0
0.0,1615.0,3,96.9,3,0,0,0,0,0,0,0,0,1,0,0
2.0,1200.0,2,70.0,2,0,0,0,0,0,0,0,0,1,0,0
2.0,1216.0,2,75.0,2,0,0,0,0,0,0,0,0,1,0,0
2.0,2321.0,4,157.0,3,0,0,0,0,0,0,0,0,1,0,0
2.0,1224.0,2,75.0,2,0,0,0,0,0,0,0,0,1,0,0
2.0,1655.0,3,113.0,3,0,0,0,0,0,0,0,0,1,0,0
0.0,4144.0,5,331.0,5,0,0,0,0,0,0,0,0,1,0,0
1.0,1200.0,3,67.75,3,0,0,0,0,0,0,0,0,1,0,0
0.0,2444.0,4,145.0,4,0,0,0,0,0,0,0,0,1,0,0
0.0,1270.0,2,110.0,2,0,0,0,0,0,0,0,0,1,0,0
2.0,1660.0,3,110.0,3,0,0,0,0,0,0,0,0,1,0,0
2.0,1270.0,2,105.0,2,0,0,0,0,0,0,0,0,1,0,0
2.0,1173.0,2,78.2,2,0,0,0,0,0,0,0,0,1,0,0
2.0,1362.0,2,85.0,2,0,0,0,0,0,0,0,0,1,0,0
2.0,1457.0,2,105.0,3,0,0,0,0,0,0,0,0,1,0,0
2.0,1720.0,3,128.0,3,0,0,0,0,0,0,0,0,1,0,0
2.0,1564.0,3,103.0,3,0,0,0,0,0,0,0,0,1,0,0
2.0,1639.0,3,107.0,3,0,0,0,0,0,0,0,0,1,0,0
2.0,1760.0,3,139.0,3,0,0,0,0,0,0,0,0,1,0,0
2.0,613.0,1,48.0,1,0,0,0,0,0,0,0,0,1,0,0
2.0,1730.0,3,125.0,3,0,0,0,0,0,0,0,0,1,0,0
2.0,877.0,1,59.0,1,0,0,0,0,0,0,0,0,1,0,0
2.0,1326.0,2,78.0,2,0,0,0,0,0,0,0,0,0,1,0
2.0,3050.0,5,213.0,5,0,0,0,0,0,0,0,0,0,1,0
2.0,1705.0,3,95.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1234.0,2,80.0,2,0,0,0,0,0,0,0,0,0,1,0
2.0,1315.0,2,85.0,2,0,0,0,0,0,0,0,0,0,1,0
2.0,1170.0,2,62.5,2,0,0,0,0,0,0,0,0,0,1,0
2.0,697.0,1,45.0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,2195.0,4,127.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1614.0,3,95.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,628.0,1,24.0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,654.0,1,38.4,1,0,0,0,0,0,0,0,0,0,1,0
2.0,1825.0,3,105.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1603.0,3,96.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1304.0,2,79.0,2,0,0,0,0,0,0,0,0,0,1,0
2.0,1610.0,3,115.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1517.0,3,76.3,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1327.0,2,85.0,2,0,0,0,0,0,0,0,0,0,1,0
2.0,1566.0,3,97.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1270.0,2,78.0,2,0,0,0,0,0,0,0,0,0,1,0
2.0,1400.0,2,80.54,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1322.0,2,86.0,2,0,0,0,0,0,0,0,0,0,1,0
2.0,1100.0,2,70.0,2,0,0,0,0,0,0,0,0,0,1,0
1.0,1200.0,2,70.0,2,0,0,0,0,0,0,0,0,0,1,0
0.0,4000.0,5,220.0,5,0,0,0,0,0,0,0,0,0,1,0
1.0,2675.0,4,140.0,4,0,0,0,0,0,0,0,0,0,1,0
2.0,654.0,1,37.0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,1465.0,3,80.01,3,0,0,0,0,0,0,0,0,0,1,0
2.0,2145.0,3,125.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1322.0,2,75.0,2,0,0,0,0,0,0,0,0,0,1,0
2.0,602.0,1,26.0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,1100.0,2,60.0,2,0,0,0,0,0,0,0,0,0,1,0
2.0,1614.0,2,100.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1890.0,3,108.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1556.0,3,86.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1610.0,4,85.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1859.0,3,108.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1322.0,2,80.0,2,0,0,0,0,0,0,0,0,0,1,0
2.0,2600.0,4,175.0,4,0,0,0,0,0,0,0,0,0,1,0
2.0,1305.0,2,78.0,2,0,0,0,0,0,0,0,0,0,1,0
2.0,1711.0,3,85.61,3,0,0,0,0,0,0,0,0,0,1,0
0.0,1315.0,2,75.0,2,0,0,0,0,0,0,0,0,0,1,0
0.0,3600.0,6,200.0,6,0,0,0,0,0,0,0,0,0,1,0
2.0,1614.0,3,95.0,3,0,0,0,0,0,0,0,0,0,1,0
0.0,1650.0,3,105.0,3,0,0,0,0,0,0,0,0,0,1,0
0.0,3990.0,4,260.0,4,0,0,0,0,0,0,0,0,0,1,0
0.0,1620.0,3,90.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,654.0,1,36.25,1,0,0,0,0,0,0,0,0,0,1,0
2.0,1614.0,3,93.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,694.0,1,30.84,1,0,0,0,0,0,0,0,0,0,1,0
2.0,1115.0,2,60.0,2,0,0,0,0,0,0,0,0,0,1,0
2.0,2317.0,4,140.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1653.0,3,93.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,654.0,1,38.0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,1445.0,2,82.0,2,0,0,0,0,0,0,0,0,0,1,0
2.0,602.0,1,38.0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,697.0,1,35.0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,682.0,1,36.23,1,0,0,0,0,0,0,0,0,0,1,0
0.0,1560.0,2,98.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1780.0,3,107.0,3,0,0,0,0,0,0,0,0,0,1,0
0.0,1342.0,2,75.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1823.0,3,103.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1792.0,3,104.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1304.0,2,69.97,2,0,0,0,0,0,0,0,0,0,1,0
2.0,1300.0,2,69.23,2,0,0,0,0,0,0,0,0,0,1,0
2.0,1705.0,3,91.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1835.0,3,108.0,3,0,0,0,0,0,0,0,0,0,1,0
0.0,1847.0,3,92.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1890.0,3,109.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,700.0,1,38.0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,1491.0,3,85.0,3,0,0,0,0,0,0,0,0,0,1,0
0.0,2088.0,5,110.0,4,0,0,0,0,0,0,0,0,0,1,0
2.0,1330.0,2,93.65,2,0,0,0,0,0,0,0,0,0,1,0
2.0,1600.0,3,100.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1705.0,3,85.0,3,0,0,0,0,0,0,0,0,0,1,0
0.0,1350.0,2,85.0,3,0,0,0,0,0,0,0,0,0,1,0
0.0,1633.0,3,110.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,827.5,1,42.535,1,0,0,0,0,0,0,0,0,0,1,0
2.0,1355.0,2,75.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1756.0,3,125.0,3,0,0,0,0,0,0,0,0,0,1,0
2.0,1104.0,2,58.0,2,0,0,0,0,0,0,0,0,0,1,0
2.0,1175.0,2,67.77,2,0,0,0,0,0,0,0,0,0,1,0
2.0,1322.0,2,77.9,2,0,0,0,0,0,0,0,0,0,1,0
0.0,602.0,1,33.0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,1315.0,2,77.0,2,0,0,0,0,0,0,0,0,0,1,0
0.0,567.0,1,25.0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,602.0,2,30.0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,1234.0,2,80.0,2,0,0,0,0,0,0,0,0,0,1,0
2.0,1267.0,3,78.0,2,0,0,0,0,0,0,0,0,0,1,0
2.0,1360.0,2,78.19,2,0,0,0,0,0,0,0,0,0,1,0
2.0,1521.0,3,95.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,2732.0,4,204.0,4,0,0,0,0,0,0,0,0,0,0,1
1.0,2250.0,3,148.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1175.0,2,73.5,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2770.0,4,290.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,600.0,1,15.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1755.0,3,122.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1767.0,3,103.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1925.0,3,125.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1724.0,3,125.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1296.0,2,81.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,600.0,1,38.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1670.0,3,99.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1185.0,2,75.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,840.0,2,45.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,4395.0,3,240.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,845.0,2,55.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1100.0,2,62.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1358.0,2,80.58,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1569.0,3,101.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1240.0,2,70.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2089.0,3,140.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,2511.0,3,205.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1660.0,2,105.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,3000.0,7,210.0,6,0,0,0,0,0,0,0,0,0,0,1
2.0,708.0,2,37.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1060.0,2,58.06,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1000.0,2,70.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1540.0,3,90.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,2894.0,4,245.0,4,0,0,0,0,0,0,0,0,0,0,1
0.0,1200.0,2,65.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1200.0,3,90.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,2502.0,3,138.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,2400.0,2,150.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,966.0,2,49.9,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1630.0,2,98.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,782.0,2,55.68,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1260.0,2,66.78,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1800.0,3,120.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1413.0,2,75.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,3700.0,4,225.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1100.0,2,75.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2061.0,3,200.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1282.0,2,68.52,3,0,0,0,0,0,0,0,0,0,0,1
2.0,945.0,2,54.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1500.0,2,78.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1870.0,3,110.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1535.0,3,83.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1260.0,2,85.05,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1563.05,3,105.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1000.0,2,60.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1828.0,3,110.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1710.0,4,91.31,3,0,0,0,0,0,0,0,0,0,0,1
2.0,957.0,2,58.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2795.0,4,235.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1904.0,3,150.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,2000.0,3,175.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1425.0,2,75.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,450.0,1,11.0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1500.0,3,100.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,400.0,1,14.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,705.0,1,67.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1700.0,3,155.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1704.0,3,110.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1550.0,2,80.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1783.0,3,115.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1285.0,2,82.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,912.0,2,70.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1359.0,2,87.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1475.0,3,78.29,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1580.0,3,100.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1415.0,3,78.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1475.0,2,90.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,2405.0,4,260.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1080.0,2,72.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1500.0,2,115.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1148.0,2,60.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1290.0,2,110.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1933.0,3,129.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1060.0,2,60.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,645.0,1,16.45,1,0,0,0,0,0,0,0,0,0,0,1
2.0,645.0,1,16.45,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1644.0,3,84.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1285.0,2,72.5,2,0,0,0,0,0,0,0,0,0,0,1
1.0,4050.0,3,280.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,2420.0,3,185.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1060.0,2,55.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1270.0,2,93.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1280.0,2,69.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,2,95.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,3045.0,3,170.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,2900.0,3,300.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1500.0,3,75.5,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1162.0,2,59.9,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1804.0,3,120.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1868.0,3,131.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,883.0,2,45.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2026.0,3,132.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1210.0,2,80.9,2,0,0,0,0,0,0,0,0,0,0,1
1.0,4111.0,4,250.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1762.0,3,91.45,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1420.0,2,100.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1490.0,3,78.8,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1425.0,2,94.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1417.0,2,75.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1475.0,3,98.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,2000.0,4,120.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1450.0,3,100.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1847.0,3,105.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1665.0,3,95.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1850.0,3,150.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1438.0,2,100.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1560.0,3,115.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1385.0,2,83.09,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1645.0,3,95.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,2650.0,4,198.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1192.0,2,74.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2135.0,3,215.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,2,79.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1325.0,2,76.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1850.0,3,150.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1200.0,2,65.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1350.0,2,140.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1800.0,3,150.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1508.0,2,77.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,630.0,1,28.35,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1762.0,3,125.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,950.0,2,50.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,3252.0,5,335.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1308.0,2,89.04,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1200.0,3,90.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,500.0,1,18.5,1,0,0,0,0,0,0,0,0,0,0,1
2.0,530.0,1,11.66,1,0,0,0,0,0,0,0,0,0,0,1
0.0,1205.0,2,66.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1075.0,2,60.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1050.0,2,65.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1600.0,2,108.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1935.0,3,110.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,451.0,1,29.9,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1400.0,3,77.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1801.0,3,115.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1451.0,2,90.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1580.0,2,134.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1826.0,3,121.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1245.0,2,94.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1693.0,3,108.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1656.0,2,120.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,2,65.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1175.0,2,82.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,2,125.0,4,0,0,0,0,0,0,0,0,0,0,1
0.0,1760.0,3,88.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1125.0,2,62.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1000.0,2,55.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1991.0,4,103.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1105.0,2,75.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,985.0,2,67.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1069.0,2,55.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1194.0,2,69.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1150.0,2,69.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,708.0,1,40.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1000.0,4,110.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1250.0,2,76.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1400.0,2,95.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1750.0,3,100.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1715.0,2,95.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1752.12,3,135.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,3309.0,4,325.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1620.0,3,98.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1020.0,2,63.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1150.0,2,126.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1800.0,3,110.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,1440.0,2,95.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1270.0,2,98.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1200.0,2,62.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1200.0,2,74.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,929.0,2,50.17,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1130.0,2,60.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1753.0,3,120.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1196.0,2,94.42,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1000.0,2,53.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,720.0,2,45.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1511.0,3,95.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,375.0,2,26.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,883.0,2,45.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,700.0,1,41.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1246.0,2,67.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,3000.0,5,275.0,4,0,0,0,0,0,0,0,0,0,0,1
0.0,1595.0,3,115.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1353.0,2,110.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1200.0,2,85.0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,1867.0,3,160.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1170.0,2,66.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1325.0,2,90.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1056.0,2,80.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,595.0,1,33.32,1,0,0,0,0,0,0,0,0,0,0,1
2.0,2225.0,3,160.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1490.0,3,84.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1544.0,3,120.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,2,65.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1460.0,3,73.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,540.0,1,36.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,715.0,1,46.0,1,0,0,0,0,0,0,0,0,0,0,1
